income_groups,age,gender,year,population
low_income,20.0,1.0,1990.0,3248558.0
low_income,20.0,1.0,1991.0,3338246.0
low_income,20.0,1.0,1992.0,3441728.0
low_income,20.0,1.0,1993.0,3533441.0
low_income,20.0,1.0,1994.0,3616099.0
low_income,20.0,1.0,1995.0,3712865.0
low_income,20.0,1.0,1998.0,3994127.0
low_income,20.0,1.0,2001.0,4383686.0
low_income,20.0,1.0,2002.0,4503108.0
low_income,20.0,1.0,2004.0,4778620.0
low_income,20.0,1.0,2005.0,4943072.0
low_income,20.0,1.0,2006.0,5119837.0
low_income,20.0,1.0,2008.0,5460492.0
low_income,20.0,1.0,2009.0,5616585.0
low_income,20.0,1.0,2011.0,5952800.0
low_income,20.0,1.0,2012.0,6138735.0
low_income,20.0,1.0,2013.0,6328913.0
low_income,20.0,1.0,2015.0,6709215.0
low_income,20.0,1.0,2016.0,6923643.0
low_income,20.0,1.0,2019.0,7489568.0
low_income_typo,20.0,1.0,2021.0,7922015.0
low_income,20.0,1.0,2022.0,8120200.0
low_income,20.0,1.0,2023.0,8329140.0
low_income,20.0,1.0,2024.0,8555347.0
low_income,20.0,2.0,1950.0,1247023.0
low_income,20.0,2.0,1951.0,1267868.0
low_income,20.0,2.0,1952.0,1289936.0
low_income,20.0,2.0,1953.0,1313383.0
low_income,20.0,2.0,1954.0,1337719.0
low_income,20.0,3.0,1955.0,1362328.0
low_income,20.0,2.0,1956.0,1393985.0
low_income,20.0,2.0,1957.0,1430245.0
low_income,20.0,2.0,1958.0,1460991.0
low_income,20.0,2.0,1959.0,1482578.0
low_income,20.0,2.0,1963.0,1600908.0
low_income,20.0,3.0,1964.0,1635745.0
low_income,20.0,2.0,1965.0,1675671.0
low_income,20.0,2.0,1966.0,1720773.0
low_income,20.0,2.0,1967.0,1766374.0
low_income,20.0,2.0,1968.0,1789161.0
low_income,20.0,2.0,1969.0,1806004.0
low_income_typo,20.0,2.0,1970.0,1838812.0
low_income,20.0,2.0,1971.0,1851406.0
low_income,20.0,2.0,1973.0,1942174.0
low_income,20.0,2.0,1977.0,2217968.0
low_income,20.0,2.0,1978.0,2308956.0
low_income,20.0,2.0,1979.0,2376315.0
low_income,20.0,2.0,1980.0,2424246.0
low_income,20.0,2.0,1982.0,2528451.0
low_income,20.0,2.0,1983.0,2609244.0
low_income,20.0,2.0,1984.0,2688109.0
low_income,20.0,2.0,1985.0,2765296.0
low_income,20.0,2.0,1986.0,2851635.0
low_income,20.0,2.0,1989.0,3141160.0
low_income,20.0,2.0,1990.0,3230198.0
low_income,20.0,2.0,1991.0,3320311.0
low_income,20.0,2.0,1992.0,3422004.0
low_income,20.0,2.0,1993.0,3506807.0
low_income,20.0,2.0,1994.0,3587371.0
low_income,20.0,2.0,1995.0,3683588.0
low_income,20.0,2.0,1996.0,3765593.0
low_income,20.0,3.0,1997.0,3848759.0
low_income,20.0,2.0,1998.0,3958668.0
low_income,20.0,2.0,1999.0,4093296.0
low_income,20.0,2.0,2000.0,4224208.0
low_income,20.0,2.0,2002.0,4466362.0
low_income,20.0,2.0,2003.0,4599185.0
low_income,20.0,2.0,2004.0,4748924.0
low_income,20.0,2.0,2005.0,4916673.0
low_income,20.0,2.0,2006.0,5097219.0
low_income,20.0,2.0,2007.0,5276601.0
low_income,20.0,2.0,2008.0,5442667.0
low_income,20.0,3.0,2009.0,5600063.0
low_income,20.0,2.0,2010.0,5759837.0
low_income,20.0,2.0,2011.0,5925619.0
low_income,20.0,2.0,2012.0,6099292.0
low_income,20.0,2.0,2013.0,6275211.0
low_income,20.0,2.0,2014.0,6437218.0
low_income,20.0,2.0,2015.0,6624156.0
low_income,20.0,3.0,2019.0,7393776.0
low_income,20.0,2.0,2022.0,8038238.0
low_income,20.0,2.0,2023.0,8248765.0
low_income,20.0,2.0,2024.0,8469039.0
low_income,21.0,1.0,1950.0,1183020.0
low_income,21.0,1.0,1952.0,1208711.0
low_income,21.0,1.0,1953.0,1229855.0
low_income,21.0,1.0,1954.0,1255322.0
low_income,21.0,1.0,1955.0,1284413.0
low_income,21.0,1.0,1956.0,1314005.0
low_income_typo,21.0,3.0,1957.0,1348244.0
low_income,21.0,1.0,1958.0,1385923.0
low_income,21.0,1.0,1959.0,1419224.0
low_income,21.0,1.0,1960.0,1445664.0
low_income,21.0,1.0,1961.0,1473547.0
low_income,21.0,1.0,1962.0,1506914.0
low_income,21.0,1.0,1963.0,1539825.0
low_income,21.0,1.0,1964.0,1573151.0
low_income,21.0,1.0,1965.0,1607746.0
low_income,21.0,1.0,1966.0,1645934.0
low_income,21.0,1.0,1967.0,1688190.0
low_income,21.0,3.0,1968.0,1731006.0
low_income,21.0,1.0,1969.0,1754751.0
low_income,21.0,1.0,1970.0,1771813.0
low_income,21.0,1.0,1971.0,1803339.0
low_income,21.0,1.0,1972.0,1814860.0
low_income_typo,21.0,1.0,1973.0,1837479.0
low_income,21.0,1.0,1974.0,1902325.0
low_income,21.0,1.0,1975.0,1972889.0
low_income,21.0,1.0,1976.0,2036604.0
low_income,21.0,1.0,1977.0,2087788.0
low_income,21.0,1.0,1978.0,2158084.0
low_income,21.0,1.0,1979.0,2242203.0
low_income,21.0,1.0,1980.0,2290646.0
low_income,21.0,1.0,1981.0,2330841.0
low_income,21.0,1.0,1984.0,2552304.0
low_income,21.0,1.0,1986.0,2725426.0
low_income,21.0,1.0,1988.0,2936142.0
low_income,21.0,1.0,1990.0,3126575.0
low_income,21.0,1.0,1992.0,3320649.0
low_income,21.0,1.0,1995.0,3596258.0
low_income,21.0,1.0,1996.0,3674101.0
low_income,21.0,1.0,1997.0,3751583.0
low_income,21.0,1.0,1998.0,3844665.0
low_income,21.0,1.0,1999.0,3960676.0
low_income,21.0,1.0,2000.0,4091426.0
low_income,21.0,1.0,2001.0,4220693.0
low_income,21.0,1.0,2003.0,4469043.0
low_income,21.0,1.0,2004.0,4595098.0
low_income,21.0,1.0,2007.0,5087125.0
low_income,21.0,1.0,2008.0,5253096.0
low_income,21.0,1.0,2009.0,5409241.0
low_income,21.0,1.0,2010.0,5568466.0
low_income,21.0,1.0,2011.0,5736204.0
low_income,21.0,1.0,2012.0,5902886.0
low_income,21.0,1.0,2013.0,6070286.0
low_income,21.0,1.0,2014.0,6252245.0
low_income,21.0,1.0,2016.0,6657088.0
low_income,21.0,1.0,2017.0,6875213.0
low_income,21.0,1.0,2018.0,7053025.0
low_income,21.0,1.0,2019.0,7235674.0
low_income,21.0,1.0,2020.0,7449829.0
low_income,21.0,1.0,2021.0,7677272.0
low_income,21.0,1.0,2022.0,7882919.0
low_income,21.0,1.0,2023.0,8089921.0
low_income,21.0,1.0,2024.0,8303296.0
low_income,21.0,2.0,1950.0,1213070.0
low_income,21.0,2.0,1951.0,1233848.0
low_income,21.0,2.0,1952.0,1255392.0
low_income,21.0,2.0,1955.0,1326532.0
low_income,21.0,2.0,1957.0,1383153.0
low_income,21.0,2.0,1960.0,1472285.0
low_income,21.0,2.0,1961.0,1496476.0
low_income,21.0,2.0,1963.0,1558648.0
low_income,21.0,2.0,1964.0,1591059.0
low_income,21.0,3.0,1965.0,1626114.0
low_income,21.0,2.0,1967.0,1711162.0
low_income,21.0,2.0,1971.0,1827903.0
low_income,21.0,2.0,1972.0,1839264.0
low_income,21.0,2.0,1973.0,1864863.0
low_income_typo,21.0,2.0,1975.0,2008840.0
low_income,21.0,2.0,1976.0,2077655.0
low_income,21.0,2.0,1977.0,2135030.0
low_income,21.0,2.0,1978.0,2212647.0
low_income,21.0,2.0,1979.0,2303273.0
low_income,21.0,2.0,1980.0,2354166.0
low_income,21.0,2.0,1981.0,2393334.0
low_income,21.0,2.0,1982.0,2448665.0
low_income,21.0,2.0,1986.0,2747909.0
low_income,21.0,2.0,1988.0,2939851.0
low_income,21.0,2.0,1989.0,3037726.0
low_income,21.0,2.0,1991.0,3213556.0
low_income_typo,21.0,2.0,1992.0,3314143.0
low_income,21.0,2.0,1993.0,3415853.0
low_income,21.0,2.0,1994.0,3501473.0
low_income,21.0,2.0,1995.0,3575112.0
low_income,21.0,2.0,1996.0,3652912.0
low_income,21.0,2.0,1997.0,3729442.0
low_income,21.0,2.0,1998.0,3821256.0
low_income,21.0,2.0,1999.0,3937219.0
low_income,21.0,2.0,2001.0,4191993.0
low_income,21.0,2.0,2002.0,4319956.0
low_income,21.0,2.0,2003.0,4445412.0
low_income,21.0,2.0,2005.0,4725424.0
low_income,21.0,2.0,2006.0,4899224.0
low_income,21.0,2.0,2007.0,5080923.0
low_income,21.0,2.0,2008.0,5250026.0
low_income,21.0,2.0,2010.0,5571134.0
low_income,21.0,2.0,2011.0,5732172.0
low_income,21.0,2.0,2013.0,6041556.0
low_income,21.0,2.0,2014.0,6208723.0
low_income,21.0,2.0,2015.0,6378302.0
low_income,21.0,2.0,2017.0,6790837.0
low_income,21.0,2.0,2018.0,6965273.0
low_income,21.0,2.0,2019.0,7154764.0
low_income,21.0,2.0,2021.0,7608685.0
low_income_typo,21.0,2.0,2022.0,7816691.0
low_income,21.0,2.0,2023.0,8027783.0
low_income,21.0,2.0,2024.0,8238297.0
low_income,22.0,1.0,1953.0,1191405.0
low_income,22.0,1.0,1954.0,1214019.0
low_income,22.0,1.0,1955.0,1240650.0
low_income,22.0,1.0,1956.0,1270006.0
low_income,22.0,1.0,1957.0,1299526.0
low_income,22.0,3.0,1958.0,1332841.0
low_income,22.0,1.0,1961.0,1432040.0
low_income,22.0,1.0,1962.0,1459811.0
low_income,22.0,1.0,1964.0,1525652.0
low_income,22.0,1.0,1965.0,1559137.0
low_income,22.0,1.0,1966.0,1593471.0
low_income,22.0,1.0,1967.0,1631866.0
low_income,22.0,1.0,1968.0,1674522.0
low_income,22.0,1.0,1969.0,1716780.0
low_income,22.0,1.0,1970.0,1739664.0
low_income,22.0,1.0,1973.0,1795206.0
low_income,22.0,1.0,1976.0,1951920.0
low_income,22.0,1.0,1978.0,2068376.0
low_income,22.0,1.0,1979.0,2138647.0
low_income,22.0,1.0,1981.0,2250871.0
low_income,22.0,1.0,1982.0,2301267.0
low_income,22.0,1.0,1984.0,2441535.0
low_income,22.0,1.0,1985.0,2530782.0
low_income,22.0,1.0,1986.0,2616361.0
low_income,22.0,1.0,1987.0,2701174.0
low_income,22.0,1.0,1988.0,2797420.0
low_income,22.0,1.0,1989.0,2908889.0
low_income,22.0,1.0,1993.0,3308006.0
low_income,22.0,1.0,1994.0,3418629.0
low_income,22.0,1.0,1996.0,3554828.0
low_income,22.0,1.0,1997.0,3625142.0
low_income,22.0,1.0,1998.0,3711999.0
low_income,22.0,1.0,1999.0,3810213.0
low_income,22.0,1.0,2001.0,4046533.0
low_income,22.0,1.0,2002.0,4182508.0
low_income,22.0,1.0,2003.0,4311606.0
low_income,22.0,3.0,2004.0,4431470.0
low_income,22.0,1.0,2005.0,4557275.0
low_income,22.0,1.0,2006.0,4707975.0
low_income_typo,22.0,1.0,2007.0,4878157.0
low_income_typo,22.0,1.0,2010.0,5360705.0
low_income,22.0,1.0,2011.0,5525563.0
low_income,22.0,3.0,2012.0,5683977.0
low_income_typo,22.0,1.0,2013.0,5831564.0
low_income,22.0,1.0,2014.0,5990547.0
low_income,22.0,1.0,2015.0,6181419.0
low_income,22.0,1.0,2016.0,6384764.0
low_income,22.0,1.0,2017.0,6607116.0
low_income,22.0,1.0,2018.0,6831118.0
low_income,22.0,1.0,2023.0,7851963.0
low_income,22.0,2.0,1952.0,1221205.0
low_income,22.0,2.0,1953.0,1243118.0
low_income,22.0,2.0,1954.0,1265887.0
low_income,22.0,2.0,1955.0,1290291.0
low_income,22.0,2.0,1956.0,1315613.0
low_income,22.0,2.0,1957.0,1340640.0
low_income,22.0,2.0,1958.0,1371546.0
low_income,22.0,2.0,1959.0,1407262.0
low_income,22.0,2.0,1960.0,1439284.0
low_income,22.0,2.0,1962.0,1486617.0
low_income,22.0,3.0,1963.0,1517087.0
low_income,22.0,2.0,1964.0,1548773.0
low_income,22.0,2.0,1965.0,1581402.0
low_income,22.0,2.0,1966.0,1616246.0
low_income,22.0,2.0,1967.0,1656202.0
low_income_typo,22.0,2.0,1968.0,1702278.0
low_income,22.0,2.0,1969.0,1748479.0
low_income,22.0,2.0,1970.0,1770449.0
low_income,22.0,2.0,1971.0,1785125.0
low_income,22.0,2.0,1972.0,1815161.0
low_income,22.0,2.0,1974.0,1856044.0
low_income,22.0,2.0,1975.0,1924580.0
low_income,22.0,2.0,1976.0,1998730.0
low_income,22.0,2.0,1977.0,2066954.0
low_income,22.0,2.0,1978.0,2129711.0
low_income,22.0,2.0,1979.0,2207087.0
low_income,22.0,2.0,1980.0,2281370.0
low_income,22.0,2.0,1981.0,2323303.0
low_income,22.0,2.0,1982.0,2373612.0
low_income,22.0,3.0,1983.0,2434800.0
low_income,22.0,2.0,1984.0,2501256.0
low_income,22.0,2.0,1986.0,2656777.0
low_income,22.0,2.0,1987.0,2731109.0
low_income,22.0,2.0,1988.0,2818551.0
low_income,22.0,2.0,1989.0,2923421.0
low_income_typo,22.0,2.0,1991.0,3104491.0
low_income,22.0,2.0,1993.0,3307504.0
low_income,22.0,2.0,1994.0,3410927.0
low_income,22.0,2.0,1995.0,3489475.0
low_income,22.0,2.0,1996.0,3542671.0
low_income,22.0,2.0,1999.0,3799223.0
low_income,22.0,2.0,2000.0,3907948.0
low_income,22.0,2.0,2002.0,4166834.0
low_income,22.0,2.0,2003.0,4298203.0
low_income,22.0,2.0,2005.0,4551155.0
low_income,22.0,2.0,2006.0,4707871.0
low_income,22.0,2.0,2007.0,4883338.0
low_income,22.0,2.0,2009.0,5217012.0
low_income,22.0,2.0,2010.0,5380850.0
low_income,22.0,2.0,2011.0,5542619.0
low_income,22.0,2.0,2012.0,5692464.0
low_income_typo,22.0,2.0,2013.0,5827777.0
low_income,22.0,2.0,2014.0,5972926.0
low_income,22.0,2.0,2016.0,6336620.0
low_income,22.0,2.0,2017.0,6547276.0
low_income,22.0,2.0,2018.0,6763586.0
low_income,22.0,2.0,2019.0,6950280.0
low_income,22.0,2.0,2020.0,7138906.0
low_income,22.0,3.0,2021.0,7359191.0
low_income,22.0,2.0,2022.0,7586387.0
low_income,22.0,2.0,2023.0,7806410.0
low_income,23.0,1.0,1950.0,1113883.0
low_income,23.0,1.0,1951.0,1121825.0
low_income,23.0,1.0,1952.0,1135890.0
low_income,23.0,1.0,1954.0,1175583.0
low_income,23.0,1.0,1955.0,1199346.0
low_income,23.0,1.0,1958.0,1284194.0
low_income,23.0,1.0,1960.0,1356576.0
low_income,23.0,1.0,1961.0,1391449.0
low_income,23.0,1.0,1962.0,1418323.0
low_income,23.0,1.0,1963.0,1445452.0
low_income,23.0,1.0,1964.0,1478396.0
low_income,23.0,1.0,1966.0,1544910.0
low_income,23.0,1.0,1967.0,1579453.0
low_income,23.0,1.0,1969.0,1660411.0
low_income,23.0,1.0,1970.0,1701619.0
low_income,23.0,1.0,1971.0,1722851.0
low_income,23.0,1.0,1972.0,1735499.0
low_income,23.0,1.0,1973.0,1764178.0
low_income,23.0,1.0,1974.0,1777495.0
low_income,23.0,1.0,1975.0,1800746.0
low_income,23.0,1.0,1976.0,1862778.0
low_income,23.0,1.0,1978.0,1995114.0
low_income,23.0,1.0,1981.0,2170949.0
low_income,23.0,1.0,1982.0,2222161.0
low_income,23.0,1.0,1983.0,2281502.0
low_income,23.0,1.0,1985.0,2420151.0
low_income,23.0,1.0,1986.0,2507139.0
low_income,23.0,1.0,1987.0,2592456.0
low_income,23.0,1.0,1988.0,2676137.0
low_income,23.0,1.0,1989.0,2770806.0
low_income,23.0,1.0,1990.0,2879116.0
low_income,23.0,1.0,1991.0,2981322.0
low_income,23.0,1.0,1992.0,3080827.0
low_income,23.0,1.0,1993.0,3189064.0
low_income,23.0,3.0,1994.0,3297143.0
low_income,23.0,1.0,1997.0,3504250.0
low_income_typo,23.0,1.0,1998.0,3585222.0
low_income,23.0,3.0,1999.0,3677508.0
low_income,23.0,3.0,2000.0,3769363.0
low_income,23.0,1.0,2003.0,4148291.0
low_income,23.0,1.0,2004.0,4274419.0
low_income,23.0,1.0,2005.0,4394225.0
low_income,23.0,1.0,2007.0,4677482.0
low_income,23.0,1.0,2010.0,5153352.0
low_income,23.0,1.0,2011.0,5317715.0
low_income,23.0,1.0,2012.0,5472346.0
low_income,23.0,1.0,2013.0,5611384.0
low_income,23.0,1.0,2014.0,5750485.0
low_income,23.0,3.0,2015.0,5918977.0
low_income,23.0,1.0,2016.0,6128315.0
low_income,23.0,1.0,2017.0,6334994.0
low_income,23.0,1.0,2018.0,6562834.0
low_income,23.0,1.0,2019.0,6792154.0
low_income,23.0,1.0,2020.0,6972753.0
low_income,23.0,3.0,2021.0,7156703.0
low_income,23.0,1.0,2022.0,7373014.0
low_income,23.0,1.0,2023.0,7606827.0
low_income,23.0,1.0,2024.0,7826181.0
low_income,23.0,2.0,1950.0,1147881.0
low_income_typo,23.0,2.0,1951.0,1166069.0
low_income,23.0,2.0,1952.0,1187001.0
low_income,23.0,2.0,1953.0,1208867.0
low_income,23.0,2.0,1954.0,1231141.0
low_income,23.0,2.0,1955.0,1254546.0
low_income,23.0,2.0,1956.0,1279323.0
low_income,23.0,2.0,1957.0,1304703.0
low_income,23.0,2.0,1958.0,1329026.0
low_income,23.0,2.0,1959.0,1360191.0
low_income,23.0,2.0,1962.0,1452562.0
low_income,23.0,2.0,1964.0,1507190.0
low_income,23.0,2.0,1965.0,1539095.0
low_income,23.0,2.0,1966.0,1571524.0
low_income,23.0,2.0,1967.0,1606615.0
low_income,23.0,2.0,1969.0,1692857.0
low_income,23.0,2.0,1972.0,1771829.0
low_income,23.0,2.0,1973.0,1803524.0
low_income,23.0,2.0,1974.0,1818905.0
low_income,23.0,2.0,1975.0,1846612.0
low_income,23.0,2.0,1976.0,1914096.0
low_income,23.0,2.0,1977.0,1987765.0
low_income,23.0,2.0,1979.0,2124014.0
low_income,23.0,2.0,1980.0,2185250.0
low_income,23.0,2.0,1983.0,2359730.0
low_income,23.0,2.0,1985.0,2486973.0
low_income,23.0,2.0,1986.0,2564676.0
low_income,23.0,2.0,1987.0,2639836.0
low_income,23.0,2.0,1988.0,2714509.0
low_income,23.0,2.0,1989.0,2802258.0
low_income,23.0,2.0,1990.0,2903275.0
low_income,23.0,2.0,1991.0,3001507.0
low_income,23.0,2.0,1992.0,3098547.0
low_income,23.0,2.0,1993.0,3200505.0
low_income,23.0,2.0,1994.0,3302640.0
low_income,23.0,2.0,1995.0,3398910.0
low_income,23.0,3.0,1996.0,3455866.0
low_income_typo,23.0,2.0,1997.0,3503430.0
low_income,23.0,2.0,1998.0,3586200.0
low_income,23.0,3.0,1999.0,3678623.0
low_income,23.0,2.0,2000.0,3769321.0
low_income,23.0,2.0,2001.0,3874767.0
low_income,23.0,2.0,2003.0,4144368.0
low_income,23.0,2.0,2004.0,4272963.0
low_income,23.0,2.0,2005.0,4396398.0
low_income,23.0,2.0,2007.0,4692068.0
low_income_typo,23.0,2.0,2008.0,4856831.0
low_income,23.0,2.0,2009.0,5021216.0
low_income,23.0,2.0,2010.0,5187646.0
low_income,23.0,3.0,2011.0,5351894.0
low_income,23.0,2.0,2012.0,5502041.0
low_income,23.0,2.0,2013.0,5631839.0
low_income,23.0,2.0,2016.0,6106547.0
low_income,23.0,2.0,2017.0,6300861.0
low_income,23.0,2.0,2021.0,7119110.0
low_income,23.0,2.0,2022.0,7337116.0
low_income,23.0,2.0,2023.0,7576160.0
low_income,23.0,2.0,2024.0,7796656.0
low_income,24.0,1.0,1950.0,1079310.0
low_income,24.0,1.0,1951.0,1088456.0
low_income,24.0,1.0,1952.0,1101636.0
low_income,24.0,3.0,1953.0,1119079.0
low_income,24.0,1.0,1954.0,1139377.0
low_income_typo,24.0,1.0,1955.0,1161131.0
low_income,24.0,1.0,1956.0,1185200.0
low_income,24.0,3.0,1957.0,1212065.0
low_income,24.0,1.0,1958.0,1240488.0
low_income,24.0,1.0,1959.0,1269362.0
low_income,24.0,1.0,1960.0,1303922.0
low_income,24.0,1.0,1961.0,1343243.0
low_income,24.0,3.0,1962.0,1377959.0
low_income,24.0,1.0,1963.0,1404209.0
low_income,24.0,1.0,1964.0,1431639.0
low_income,24.0,1.0,1965.0,1464739.0
low_income,24.0,1.0,1966.0,1497771.0
low_income,24.0,1.0,1967.0,1531196.0
low_income,24.0,1.0,1968.0,1566208.0
low_income,24.0,1.0,1969.0,1604544.0
low_income,24.0,1.0,1970.0,1645583.0
low_income,24.0,3.0,1971.0,1685009.0
low_income,24.0,1.0,1972.0,1703499.0
low_income,24.0,1.0,1973.0,1716541.0
low_income,24.0,1.0,1974.0,1746999.0
low_income,24.0,1.0,1975.0,1759568.0
low_income,24.0,1.0,1976.0,1781310.0
low_income,24.0,1.0,1978.0,1912459.0
low_income,24.0,3.0,1979.0,1977702.0
low_income,24.0,1.0,1980.0,2019667.0
low_income,24.0,1.0,1983.0,2202958.0
low_income,24.0,1.0,1984.0,2261987.0
low_income,24.0,1.0,1985.0,2327178.0
low_income,24.0,1.0,1987.0,2484054.0
low_income,24.0,1.0,1988.0,2568342.0
low_income_typo,24.0,1.0,1991.0,2852651.0
low_income,24.0,1.0,1992.0,2964771.0
low_income,24.0,1.0,1993.0,3067725.0
low_income_typo,24.0,1.0,1997.0,3407828.0
low_income,24.0,1.0,1998.0,3464612.0
low_income,24.0,1.0,1999.0,3551587.0
low_income_typo,24.0,1.0,2001.0,3725992.0
low_income,24.0,1.0,2002.0,3838361.0
low_income,24.0,1.0,2003.0,3975320.0
low_income_typo,24.0,1.0,2004.0,4112071.0
low_income,24.0,1.0,2005.0,4238194.0
low_income,24.0,1.0,2007.0,4496469.0
low_income,24.0,1.0,2008.0,4637551.0
low_income,24.0,1.0,2010.0,4947108.0
low_income,24.0,1.0,2011.0,5111103.0
low_income,24.0,1.0,2012.0,5264600.0
low_income,24.0,1.0,2013.0,5399855.0
low_income,24.0,1.0,2014.0,5530459.0
low_income,24.0,1.0,2015.0,5679305.0
low_income,24.0,1.0,2016.0,5866587.0
low_income,24.0,3.0,2017.0,6079494.0
low_income,24.0,1.0,2018.0,6291866.0
low_income,24.0,1.0,2019.0,6525387.0
low_income,24.0,1.0,2020.0,6749700.0
low_income,24.0,1.0,2024.0,7581880.0
low_income,24.0,2.0,1950.0,1115518.0
low_income,24.0,2.0,1951.0,1134395.0
low_income,24.0,2.0,1953.0,1174647.0
low_income,24.0,2.0,1954.0,1196869.0
low_income,24.0,2.0,1955.0,1219781.0
low_income,24.0,2.0,1956.0,1243563.0
low_income,24.0,2.0,1959.0,1317684.0
low_income,24.0,2.0,1960.0,1349837.0
low_income,24.0,2.0,1961.0,1386973.0
low_income,24.0,2.0,1962.0,1419390.0
low_income,24.0,2.0,1964.0,1466324.0
low_income,24.0,2.0,1965.0,1497465.0
low_income_typo,24.0,2.0,1966.0,1529186.0
low_income,24.0,2.0,1967.0,1561874.0
low_income,24.0,2.0,1968.0,1597442.0
low_income,24.0,2.0,1969.0,1637464.0
low_income,24.0,2.0,1970.0,1682034.0
low_income,24.0,2.0,1971.0,1725520.0
low_income,24.0,2.0,1972.0,1744525.0
low_income,24.0,2.0,1973.0,1759557.0
low_income,24.0,2.0,1976.0,1835668.0
low_income,24.0,2.0,1977.0,1902753.0
low_income,24.0,2.0,1978.0,1981847.0
low_income,24.0,2.0,1979.0,2055407.0
low_income,24.0,2.0,1980.0,2102117.0
low_income,24.0,2.0,1982.0,2230487.0
low_income,24.0,2.0,1985.0,2406919.0
low_income,24.0,2.0,1986.0,2470094.0
low_income,24.0,2.0,1987.0,2547690.0
low_income,24.0,2.0,1988.0,2623188.0
low_income,24.0,2.0,1989.0,2698253.0
low_income,24.0,2.0,1990.0,2782245.0
low_income,24.0,2.0,1991.0,2887521.0
low_income,24.0,2.0,1992.0,2995396.0
low_income,24.0,2.0,1993.0,3090956.0
low_income,24.0,2.0,1994.0,3195411.0
low_income,24.0,2.0,1997.0,3416079.0
low_income,24.0,2.0,2000.0,3648698.0
low_income,24.0,2.0,2001.0,3736093.0
low_income,24.0,2.0,2003.0,3982838.0
low_income,24.0,2.0,2004.0,4118717.0
low_income,24.0,3.0,2005.0,4248170.0
low_income,24.0,2.0,2006.0,4378130.0
low_income,24.0,2.0,2007.0,4517344.0
low_income,24.0,2.0,2008.0,4665648.0
low_income,24.0,2.0,2009.0,4823902.0
low_income,24.0,2.0,2010.0,4992012.0
low_income,24.0,2.0,2012.0,5311094.0
low_income,24.0,2.0,2013.0,5441381.0
low_income,24.0,2.0,2014.0,5562299.0
low_income,24.0,2.0,2015.0,5697288.0
low_income,24.0,3.0,2017.0,6071061.0
low_income,24.0,2.0,2018.0,6273544.0
low_income,24.0,2.0,2019.0,6501887.0
low_income,24.0,2.0,2020.0,6726591.0
low_income_typo,24.0,2.0,2021.0,6911380.0
low_income,24.0,2.0,2023.0,7326753.0
low_income,24.0,2.0,2024.0,7566722.0
low_income,25.0,1.0,1950.0,1045067.0
low_income,25.0,1.0,1951.0,1054705.0
low_income,25.0,1.0,1952.0,1068858.0
low_income,25.0,1.0,1954.0,1103962.0
low_income,25.0,1.0,1955.0,1125294.0
low_income,25.0,1.0,1956.0,1147360.0
low_income,25.0,1.0,1957.0,1171394.0
low_income,25.0,1.0,1958.0,1197401.0
low_income,25.0,1.0,1959.0,1226052.0
low_income,25.0,1.0,1960.0,1256002.0
low_income,25.0,1.0,1962.0,1330183.0
low_income,25.0,1.0,1963.0,1364224.0
low_income,25.0,1.0,1964.0,1390798.0
low_income,25.0,1.0,1965.0,1418433.0
low_income,25.0,1.0,1966.0,1451268.0
low_income_typo,25.0,1.0,1967.0,1484508.0
low_income,25.0,1.0,1968.0,1518416.0
low_income,25.0,1.0,1971.0,1629503.0
low_income,25.0,1.0,1973.0,1685081.0
low_income,25.0,1.0,1974.0,1700002.0
low_income,25.0,1.0,1978.0,1825603.0
low_income,25.0,1.0,1980.0,1948761.0
low_income,25.0,1.0,1981.0,1983781.0
low_income,25.0,1.0,1982.0,2043630.0
low_income,25.0,1.0,1983.0,2124943.0
low_income,25.0,1.0,1984.0,2184036.0
low_income,25.0,1.0,1985.0,2241870.0
low_income,25.0,1.0,1986.0,2305177.0
low_income,25.0,1.0,1988.0,2461138.0
low_income,25.0,1.0,1989.0,2543864.0
low_income,25.0,1.0,1990.0,2622806.0
low_income,25.0,1.0,1991.0,2716947.0
low_income,25.0,1.0,1992.0,2837041.0
low_income,25.0,3.0,1993.0,2951895.0
low_income,25.0,3.0,1995.0,3160054.0
low_income,25.0,1.0,1996.0,3234711.0
low_income,25.0,1.0,1998.0,3368884.0
low_income,25.0,1.0,1999.0,3431995.0
low_income,25.0,1.0,2000.0,3513234.0
low_income,25.0,1.0,2001.0,3595953.0
low_income,25.0,1.0,2002.0,3690260.0
low_income_typo,25.0,3.0,2004.0,3940467.0
low_income,25.0,1.0,2005.0,4077216.0
low_income,25.0,1.0,2006.0,4208906.0
low_income,25.0,1.0,2008.0,4458250.0
low_income,25.0,1.0,2009.0,4589571.0
low_income,25.0,1.0,2010.0,4742421.0
low_income,25.0,1.0,2011.0,4906157.0
low_income,25.0,1.0,2012.0,5058762.0
low_income,25.0,1.0,2013.0,5193112.0
low_income,25.0,1.0,2014.0,5320176.0
low_income,25.0,1.0,2015.0,5460528.0
low_income,25.0,1.0,2016.0,5628105.0
low_income,25.0,1.0,2017.0,5819068.0
low_income,25.0,1.0,2018.0,6037811.0
low_income,25.0,1.0,2019.0,6258384.0
low_income,25.0,1.0,2020.0,6487695.0
low_income,25.0,3.0,2021.0,6713434.0
low_income,25.0,1.0,2022.0,6897396.0
low_income,25.0,1.0,2023.0,7089243.0
low_income,25.0,2.0,1950.0,1082292.0
